CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NO2(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),RH,AH,NOx(GT)
2.1,1174.0,9.1,942.0,122.0,626.0,1296.0,1262.0,70.3,0.9323,381.0
1.1,1022.0,4.3,729.0,109.0,803.0,1139.0,1034.0,68.2,0.9271,180.0
1.8,1002.0,4.2,722.0,85.0,807.0,1161.0,998.0,71.3,0.9161,162.0
1.0,1018.0,4.7,746.0,83.0,800.0,1171.0,958.0,74.8,0.9161,183.0
1.4,1095.0,7.3,868.0,98.0,676.0,1241.0,1078.0,78.5,0.9143,357.0
1.8,1182.0,9.3,951.0,109.0,634.0,1327.0,1143.0,79.4,0.9033,479.0
3.8,1478.0,17.8,1234.0,138.0,470.0,1606.0,1551.0,79.4,0.8944,852.0
4.1,1515.0,20.1,1298.0,138.0,434.0,1706.0,1669.0,76.5,0.8767,822.0
4.4,1488.0,19.6,1286.0,170.0,452.0,1648.0,1766.0,73.3,0.8936,910.0
3.5,1383.0,16.5,1196.0,191.0,497.0,1514.0,1717.0,65.5,0.9009999999999999,800.0
3.5,1383.0,17.3,1218.0,196.0,497.0,1506.0,1738.0,60.9,0.9061,758.0
3.8,1337.0,17.7,1231.0,185.0,505.0,1518.0,1611.0,52.3,0.8687,647.0
3.1,1243.0,15.2,1155.0,156.0,546.0,1473.0,1398.0,49.6,0.8428,431.0
3.4,1304.0,18.2,1244.0,173.0,507.0,1558.0,1497.0,48.8,0.8657,491.0
3.3,1284.0,17.2,1216.0,166.0,522.0,1545.0,1415.0,48.9,0.8707,476.0
3.4,1303.0,17.6,1226.0,173.0,521.0,1554.0,1457.0,54.0,0.8946,538.0
4.7,1461.0,25.4,1440.0,177.0,440.0,1806.0,1669.0,56.3,0.9119,621.0
5.7,1517.0,28.4,1512.0,182.0,421.0,1902.0,1740.0,57.8,0.9262,728.0
5.6,1526.0,27.5,1492.0,166.0,428.0,1883.0,1770.0,62.9,0.943,716.0
5.9,1495.0,23.3,1386.0,177.0,457.0,1736.0,1734.0,67.5,0.9467,782.0
3.6,1333.0,15.2,1154.0,158.0,534.0,1441.0,1647.0,70.9,0.9113,550.0
2.5,1216.0,11.1,1020.0,133.0,605.0,1337.0,1379.0,73.2,0.8988,377.0
2.9,1232.0,11.5,1032.0,123.0,599.0,1347.0,1331.0,75.0,0.8874,391.0
2.5,1181.0,10.2,985.0,120.0,629.0,1312.0,1240.0,76.9,0.8557,433.0
1.7,1042.0,6.0,814.0,105.0,746.0,1167.0,1036.0,75.9,0.8407,287.0
1.6,1027.0,6.3,824.0,109.0,753.0,1171.0,969.0,80.7,0.8054,180.0
1.1,915.0,3.7,695.0,86.0,883.0,1094.0,826.0,82.1,0.7825,192.0
0.9,891.0,3.2,666.0,77.0,931.0,1058.0,798.0,77.3,0.7759,161.0
1.0,937.0,3.7,694.0,81.0,915.0,1054.0,817.0,79.7,0.7751,194.0
1.6,1086.0,8.0,901.0,103.0,715.0,1216.0,1055.0,76.8,0.8112,343.0
3.1,1326.0,16.3,1190.0,127.0,531.0,1509.0,1391.0,74.9,0.8184,624.0
4.1,1469.0,24.0,1403.0,134.0,452.0,1780.0,1665.0,73.2,0.8298,758.0
3.9,1321.0,15.7,1170.0,158.0,532.0,1488.0,1539.0,70.1,0.8432,760.0
3.6,1396.0,16.5,1196.0,175.0,524.0,1492.0,1653.0,62.7,0.8586,713.0
3.2,1270.0,12.8,1077.0,178.0,583.0,1353.0,1586.0,58.5,0.877,615.0
2.2,1189.0,11.3,1025.0,135.0,626.0,1316.0,1332.0,54.1,0.8707,319.0
2.4,1227.0,12.9,1081.0,133.0,570.0,1396.0,1369.0,54.3,0.8757,338.0
2.7,1266.0,14.1,1118.0,134.0,564.0,1410.0,1373.0,56.3,0.894,380.0
2.7,1277.0,15.8,1175.0,137.0,531.0,1480.0,1397.0,57.8,0.8933,366.0
3.9,1438.0,19.9,1295.0,160.0,470.0,1620.0,1577.0,63.0,0.9015,567.0
5.2,1523.0,26.6,1470.0,166.0,414.0,1811.0,1783.0,68.0,0.9166,702.0
4.0,1384.0,19.8,1290.0,144.0,475.0,1571.0,1568.0,69.5,0.8995,523.0
2.9,1283.0,13.3,1093.0,129.0,581.0,1354.0,1356.0,67.1,0.8766,373.0
3.3,1304.0,13.0,1085.0,129.0,571.0,1385.0,1419.0,71.3,0.8458,467.0
2.0,1126.0,7.5,880.0,107.0,690.0,1202.0,1177.0,71.0,0.8089,260.0
1.8,1141.0,7.8,892.0,101.0,686.0,1213.0,1141.0,73.4,0.7899,244.0
2.7,1183.0,8.8,930.0,112.0,669.0,1210.0,1179.0,73.0,0.7629,317.0
1.8,1090.0,6.4,830.0,98.0,744.0,1125.0,1056.0,73.9,0.7515,224.0
1.3,1032.0,4.5,736.0,90.0,809.0,1064.0,973.0,73.5,0.7439,176.0
1.0,940.0,3.6,691.0,109.0,877.0,1036.0,827.0,75.0,0.7390000000000001,180.0
1.1,981.0,4.2,721.0,59.0,866.0,1059.0,836.0,81.3,0.7204,103.0
1.6,1104.0,6.9,851.0,98.0,687.0,1101.0,1085.0,82.9,0.6968,367.0
1.3,989.0,5.0,762.0,109.0,793.0,1076.0,959.0,80.4,0.7234,326.0
1.4,1079.0,7.3,869.0,110.0,732.0,1160.0,1039.0,79.3,0.7326,374.0
5.0,1472.0,24.5,1418.0,159.0,459.0,1681.0,1554.0,74.8,0.7423,756.0
4.3,1313.0,16.9,1206.0,144.0,513.0,1469.0,1546.0,75.2,0.7505,690.0
4.1,1363.0,17.7,1229.0,147.0,515.0,1490.0,1638.0,71.9,0.7712,754.0
3.8,1347.0,17.1,1212.0,179.0,527.0,1443.0,1568.0,67.1,0.7849,750.0
3.1,1240.0,14.7,1140.0,164.0,567.0,1388.0,1433.0,63.6,0.7928,590.0
3.3,1280.0,17.4,1222.0,160.0,526.0,1519.0,1452.0,60.9,0.7966,525.0
3.1,1210.0,15.1,1151.0,143.0,569.0,1428.0,1345.0,60.1,0.8022,406.0
2.7,1216.0,14.5,1134.0,138.0,566.0,1403.0,1336.0,56.9,0.8068,360.0
3.4,1320.0,16.9,1207.0,143.0,535.0,1498.0,1442.0,59.1,0.8211,448.0
5.0,1477.0,24.3,1412.0,196.0,450.0,1704.0,1748.0,66.3,0.8286,733.0
5.7,1500.0,26.1,1458.0,197.0,428.0,1750.0,1776.0,74.9,0.8187,847.0
5.8,1512.0,26.4,1463.0,189.0,435.0,1720.0,1802.0,77.1,0.8223,765.0
5.8,1496.0,25.7,1447.0,188.0,435.0,1710.0,1796.0,75.0,0.8253,715.0
5.0,1360.0,18.2,1246.0,190.0,513.0,1504.0,1600.0,75.2,0.8185,716.0
1.7,1024.0,6.2,819.0,126.0,782.0,1101.0,1083.0,69.7,0.7632,235.0
1.6,1094.0,6.7,845.0,113.0,780.0,1127.0,1064.0,74.4,0.7344,198.0
2.3,1111.0,7.5,877.0,129.0,735.0,1142.0,1104.0,74.9,0.7238,293.0
2.4,1097.0,7.5,878.0,128.0,737.0,1140.0,1053.0,80.1,0.7011,356.0
2.0,1051.0,6.2,820.0,122.0,778.0,1087.0,1009.0,79.4,0.6872,285.0
1.6,979.0,5.1,767.0,109.0,827.0,1041.0,908.0,82.6,0.645,180.0
1.8,978.0,4.8,756.0,115.0,834.0,1015.0,878.0,86.6,0.6369,266.0
1.1,902.0,3.1,659.0,92.0,940.0,972.0,800.0,81.4,0.6425,158.0
1.0,957.0,2.8,641.0,70.0,1013.0,940.0,784.0,77.0,0.6439,95.0
1.3,973.0,4.3,728.0,83.0,902.0,1004.0,854.0,80.8,0.6406,148.0
1.9,1074.0,9.7,967.0,127.0,703.0,1201.0,1065.0,80.3,0.6366,337.0
2.6,1115.0,10.9,1012.0,142.0,650.0,1230.0,1161.0,78.5,0.645,453.0
2.7,1136.0,10.6,1001.0,155.0,653.0,1216.0,1192.0,76.6,0.6534,497.0
2.4,1128.0,10.0,977.0,153.0,673.0,1199.0,1202.0,72.3,0.6627,448.0
2.7,1196.0,11.6,1035.0,177.0,633.0,1259.0,1338.0,64.4,0.672,496.0
3.1,1267.0,15.6,1166.0,179.0,567.0,1382.0,1505.0,60.8,0.6921,535.0
4.4,1355.0,18.1,1244.0,212.0,536.0,1454.0,1715.0,55.3,0.7058,644.0
3.2,1194.0,12.3,1061.0,182.0,622.0,1257.0,1473.0,46.3,0.6597,459.0
2.9,1188.0,11.4,1029.0,168.0,635.0,1243.0,1433.0,47.0,0.6686,409.0
3.0,1279.0,15.2,1154.0,179.0,573.0,1391.0,1544.0,55.1,0.6993,515.0
3.7,1361.0,17.4,1223.0,182.0,525.0,1454.0,1648.0,66.3,0.7491,640.0
5.2,1474.0,20.8,1319.0,194.0,496.0,1524.0,1784.0,69.9,0.7487,816.0
3.3,1235.0,12.8,1078.0,166.0,616.0,1265.0,1519.0,65.3,0.6842,505.0
3.6,1289.0,14.7,1140.0,168.0,590.0,1317.0,1532.0,67.6,0.6608,560.0
2.3,1124.0,8.3,910.0,148.0,717.0,1112.0,1340.0,66.4,0.6226,389.0
3.0,1231.0,11.1,1017.0,151.0,655.0,1207.0,1414.0,70.0,0.6232,492.0
3.8,1289.0,13.6,1104.0,165.0,623.0,1257.0,1499.0,67.8,0.6028,531.0
3.2,1166.0,9.8,970.0,165.0,705.0,1136.0,1306.0,67.1,0.5863,487.0
2.1,1062.0,7.6,884.0,128.0,748.0,1062.0,1172.0,65.5,0.5811,293.0
1.7,1028.0,6.0,813.0,109.0,794.0,1019.0,1076.0,69.5,0.5706,180.0
1.7,1003.0,5.9,807.0,115.0,819.0,1021.0,1005.0,68.9,0.5549,219.0
1.4,929.0,4.2,721.0,120.0,923.0,956.0,913.0,62.7,0.5343,198.0
1.2,951.0,4.5,737.0,106.0,910.0,977.0,922.0,62.3,0.5368,166.0
1.4,1011.0,5.4,783.0,118.0,835.0,1013.0,1026.0,67.1,0.5483,255.0
1.4,939.0,4.8,751.0,156.0,898.0,984.0,952.0,54.5,0.5034,312.0
1.7,946.0,6.3,827.0,130.0,876.0,1037.0,915.0,50.3,0.4769,236.0
1.0,841.0,2.6,625.0,112.0,1054.0,846.0,687.0,39.5,0.4554,172.0
1.0,850.0,2.6,629.0,96.0,1076.0,847.0,597.0,34.4,0.4406,138.0
0.8,831.0,2.2,602.0,89.0,1123.0,824.0,527.0,33.4,0.4401,121.0
1.0,866.0,3.0,652.0,98.0,1060.0,857.0,573.0,30.8,0.4285,143.0
0.8,819.0,1.9,576.0,85.0,1142.0,809.0,492.0,32.0,0.431,114.0
0.7,833.0,2.0,584.0,80.0,1144.0,821.0,463.0,32.5,0.4334,107.0
1.1,877.0,2.8,642.0,112.0,1037.0,859.0,565.0,33.0,0.4331,176.0
1.1,892.0,3.3,668.0,121.0,1017.0,872.0,632.0,35.0,0.4377,180.0
1.2,899.0,3.4,674.0,132.0,1002.0,893.0,691.0,40.9,0.4542,212.0
2.0,1008.0,7.1,861.0,160.0,839.0,977.0,943.0,38.5,0.4228,331.0
2.2,1013.0,7.4,873.0,167.0,820.0,984.0,985.0,37.9,0.41,369.0
1.5,912.0,4.3,730.0,157.0,959.0,893.0,821.0,39.0,0.4106,274.0
1.2,907.0,3.9,705.0,130.0,995.0,880.0,767.0,41.5,0.4193,199.0
1.5,953.0,5.2,771.0,145.0,905.0,936.0,895.0,42.6,0.4179,248.0
1.4,916.0,3.8,701.0,133.0,954.0,899.0,791.0,44.2,0.428,197.0
1.2,894.0,3.5,682.0,110.0,991.0,881.0,770.0,46.0,0.4349,147.0
1.0,895.0,2.9,648.0,100.0,1001.0,875.0,839.0,53.1,0.4484,135.0
0.6,845.0,1.4,534.0,109.0,1168.0,833.0,721.0,54.3,0.4454,180.0
0.7,837.0,1.1,512.0,79.0,1228.0,836.0,720.0,55.8,0.4489,95.0
0.5,795.0,1.0,504.0,79.0,1258.0,840.0,682.0,58.6,0.4385,94.0
0.7,874.0,1.6,552.0,90.0,1162.0,857.0,723.0,56.0,0.4364,121.0
1.0,920.0,3.2,667.0,95.0,1005.0,916.0,813.0,55.4,0.4419,131.0
3.0,1257.0,15.9,1176.0,169.0,612.0,1357.0,1365.0,63.3,0.4464,552.0
4.1,1222.0,18.0,1239.0,199.0,574.0,1346.0,1472.0,60.2,0.4426,614.0
3.1,1196.0,14.7,1139.0,186.0,617.0,1271.0,1497.0,52.1,0.4472,530.0
3.8,1214.0,15.1,1153.0,208.0,612.0,1244.0,1626.0,40.5,0.4414,721.0
2.7,1149.0,13.4,1096.0,178.0,639.0,1219.0,1476.0,34.7,0.4393,474.0
3.1,1166.0,14.5,1134.0,176.0,603.0,1227.0,1531.0,33.3,0.4384,514.0
3.1,1170.0,14.7,1138.0,177.0,611.0,1233.0,1503.0,32.6,0.4292,504.0
3.2,1176.0,17.0,1209.0,182.0,588.0,1264.0,1488.0,28.3,0.4076,508.0
3.3,1147.0,15.3,1158.0,182.0,615.0,1200.0,1435.0,24.5,0.363,529.0
4.0,1294.0,21.2,1330.0,193.0,535.0,1363.0,1725.0,28.7,0.3865,676.0
8.6,1683.0,43.0,1831.0,272.0,374.0,1964.0,2331.0,39.3,0.4573,1216.0
8.7,1615.0,37.2,1712.0,225.0,384.0,1811.0,2312.0,48.1,0.5115,1230.0
3.6,1256.0,16.7,1201.0,181.0,563.0,1251.0,1699.0,50.6,0.517,582.0
3.0,1205.0,13.4,1098.0,172.0,610.0,1170.0,1587.0,53.3,0.5008,460.0
1.9,1087.0,8.7,926.0,153.0,715.0,1053.0,1390.0,55.0,0.4921,340.0
1.9,1092.0,7.4,875.0,143.0,751.0,1010.0,1347.0,58.1,0.4832,298.0
1.6,1039.0,6.7,845.0,142.0,775.0,993.0,1268.0,60.9,0.4809,300.0
1.4,1001.0,5.0,762.0,131.0,850.0,948.0,1155.0,60.2,0.4639,223.0
1.0,925.0,3.4,677.0,105.0,958.0,901.0,1024.0,58.8,0.4578,151.0
0.7,880.0,2.4,613.0,109.0,1016.0,878.0,968.0,57.7,0.4516,180.0
1.8,873.0,2.1,592.0,83.0,1076.0,869.0,915.0,53.8,0.4572,108.0
0.8,880.0,2.5,618.0,87.0,1023.0,893.0,928.0,59.7,0.4604,125.0
0.9,950.0,3.5,680.0,106.0,936.0,914.0,1028.0,57.1,0.4743,181.0
1.5,1039.0,6.9,855.0,140.0,783.0,1025.0,1210.0,58.5,0.4608,341.0
3.1,1284.0,16.8,1204.0,167.0,599.0,1337.0,1531.0,57.3,0.4661,552.0
5.1,1350.0,20.3,1305.0,175.0,509.0,1383.0,1745.0,56.8,0.4768,839.0
5.8,1476.0,25.0,1428.0,235.0,477.0,1536.0,1974.0,52.9,0.4841,1049.0
3.8,1342.0,17.2,1215.0,196.0,542.0,1332.0,1806.0,54.9,0.4985,796.0
4.4,1488.0,21.4,1336.0,211.0,479.0,1483.0,1985.0,64.3,0.5697,999.0
4.9,1557.0,25.1,1432.0,234.0,445.0,1605.0,2068.0,66.1,0.601,1022.0
5.2,1610.0,28.0,1502.0,240.0,420.0,1697.0,2087.0,69.3,0.6331,1023.0
4.6,1583.0,26.1,1457.0,243.0,431.0,1640.0,1994.0,75.5,0.6667,1065.0
4.8,1620.0,24.7,1420.0,224.0,436.0,1598.0,1971.0,76.2,0.6796,1098.0
4.9,1605.0,24.5,1416.0,240.0,436.0,1614.0,1941.0,77.4,0.6954,1099.0
4.9,1604.0,27.7,1496.0,215.0,410.0,1733.0,1969.0,79.6,0.7022,939.0
5.5,1582.0,26.0,1455.0,216.0,423.0,1725.0,1813.0,83.0,0.7352,875.0
4.2,1523.0,21.7,1342.0,184.0,466.0,1588.0,1677.0,82.9,0.8022,745.0
1.5,1172.0,6.0,813.0,152.0,774.0,1233.0,1118.0,74.0,0.9237,339.0
0.1,1021.0,3.3,670.0,104.0,932.0,1187.0,828.0,71.8,0.9577,135.0
0.2,1125.0,4.9,758.0,104.0,820.0,1241.0,867.0,81.9,0.9923,167.0
0.9,1197.0,6.6,840.0,124.0,712.0,1298.0,974.0,83.8,0.9972,232.0
1.0,1174.0,6.7,842.0,127.0,723.0,1286.0,975.0,81.0,0.9885,273.0
0.4,1106.0,4.4,733.0,109.0,822.0,1208.0,902.0,79.8,0.9725,165.0
1.8,873.0,1.5,549.0,109.0,1106.0,1008.0,791.0,76.4,0.7661,180.0
1.8,828.0,1.1,506.0,73.0,1222.0,945.0,673.0,75.7,0.659,75.0
1.8,830.0,0.9,492.0,52.0,1263.0,948.0,578.0,78.9,0.682,53.0
1.8,840.0,1.2,515.0,57.0,1235.0,941.0,563.0,75.0,0.6627,72.0
0.1,909.0,2.5,622.0,89.0,1046.0,992.0,730.0,69.5,0.6362,130.0
0.7,1098.0,7.6,881.0,128.0,760.0,1203.0,974.0,64.9,0.6512,265.0
1.2,1036.0,7.3,868.0,152.0,732.0,1158.0,958.0,65.4,0.6644,314.0
0.2,912.0,3.7,692.0,128.0,923.0,1020.0,713.0,67.4,0.6537,194.0
1.8,873.0,2.5,618.0,124.0,1036.0,994.0,617.0,75.9,0.6824,180.0
1.8,889.0,2.7,634.0,117.0,1009.0,1018.0,591.0,73.0,0.7024,181.0
0.3,965.0,4.6,742.0,110.0,889.0,1099.0,661.0,63.3,0.7073,193.0
0.6,1009.0,6.7,845.0,128.0,771.0,1132.0,856.0,55.0,0.6753,263.0
0.2,918.0,4.3,729.0,114.0,904.0,1014.0,639.0,53.6,0.6333,176.0
0.2,920.0,4.3,729.0,110.0,891.0,1013.0,647.0,55.0,0.6402,168.0
0.7,923.0,4.1,715.0,112.0,915.0,1015.0,646.0,55.1,0.6228,170.0
1.8,1021.0,7.6,883.0,130.0,766.0,1139.0,846.0,54.4,0.62,234.0
2.2,998.0,7.0,858.0,135.0,770.0,1109.0,857.0,53.6,0.5992,256.0
2.3,1061.0,9.6,962.0,141.0,721.0,1167.0,942.0,50.4,0.5809,257.0
2.6,1016.0,7.8,892.0,141.0,758.0,1109.0,945.0,49.8,0.5808,317.0
1.1,859.0,2.4,611.0,95.0,1053.0,918.0,562.0,52.1,0.5918,135.0
1.2,945.0,3.9,707.0,97.0,963.0,1005.0,657.0,50.9,0.5781,159.0
1.8,937.0,4.1,715.0,112.0,896.0,995.0,723.0,51.1,0.5755,186.0
1.1,876.0,2.5,618.0,74.0,1032.0,948.0,555.0,51.5,0.5772,102.0
0.9,831.0,1.3,530.0,62.0,1169.0,893.0,472.0,51.9,0.5766,75.0
0.7,828.0,1.2,514.0,109.0,1205.0,880.0,434.0,53.1,0.5742,180.0
0.6,810.0,0.7,470.0,40.0,1315.0,863.0,412.0,54.2,0.5755,41.0
0.6,822.0,0.9,493.0,45.0,1278.0,876.0,453.0,56.0,0.569,50.0
0.9,898.0,2.9,646.0,93.0,1013.0,954.0,702.0,57.6,0.5784,189.0
1.0,909.0,2.7,636.0,104.0,992.0,947.0,720.0,55.3,0.5734,182.0
3.4,1256.0,14.4,1130.0,162.0,616.0,1316.0,1311.0,56.3,0.5660000000000001,636.0
4.2,1298.0,17.2,1217.0,169.0,552.0,1409.0,1444.0,53.5,0.5605,704.0
4.4,1326.0,17.4,1223.0,190.0,547.0,1381.0,1613.0,50.5,0.5558,854.0
2.9,1139.0,11.5,1031.0,170.0,649.0,1181.0,1388.0,37.1,0.5329,652.0
2.6,1135.0,11.9,1047.0,151.0,641.0,1175.0,1379.0,32.3,0.5117,529.0
2.6,1117.0,12.6,1071.0,150.0,638.0,1178.0,1289.0,28.9,0.4723,438.0
3.0,1094.0,14.3,1128.0,154.0,626.0,1191.0,1280.0,25.4,0.4259,438.0
2.3,982.0,10.3,990.0,140.0,745.0,1018.0,1059.0,20.8,0.3536,378.0
3.0,1107.0,14.5,1134.0,167.0,639.0,1172.0,1299.0,23.5,0.4076,482.0
4.5,1290.0,21.9,1349.0,204.0,534.0,1386.0,1638.0,28.1,0.4381,709.0
6.0,1445.0,28.5,1516.0,210.0,455.0,1594.0,1946.0,37.5,0.5068,796.0
4.3,1357.0,21.2,1330.0,182.0,511.0,1414.0,1798.0,42.3,0.5337,605.0
3.4,1248.0,16.0,1179.0,165.0,577.0,1259.0,1609.0,44.0,0.5381,472.0
2.8,1220.0,13.0,1085.0,150.0,618.0,1205.0,1531.0,48.3,0.5458,411.0
2.1,1137.0,7.0,856.0,132.0,758.0,1032.0,1338.0,49.9,0.5417,264.0
1.7,1102.0,6.4,829.0,120.0,773.0,1015.0,1274.0,52.8,0.5419,217.0
1.8,1082.0,5.8,801.0,119.0,780.0,1035.0,1200.0,52.2,0.5623,211.0
1.6,1053.0,5.6,795.0,110.0,786.0,1039.0,1143.0,56.4,0.5609,179.0
1.4,1003.0,4.5,740.0,94.0,847.0,992.0,1048.0,57.4,0.5654,135.0
1.3,1019.0,4.6,744.0,109.0,836.0,1000.0,1049.0,62.1,0.5806,180.0
1.8,1071.0,5.9,808.0,101.0,757.0,1046.0,1172.0,65.9,0.5947,221.0
1.3,1118.0,6.6,841.0,117.0,702.0,1056.0,1368.0,66.5,0.6054,284.0
1.6,1206.0,9.2,948.0,121.0,628.0,1129.0,1540.0,65.8,0.6178,357.0
2.4,1256.0,12.2,1056.0,138.0,582.0,1230.0,1575.0,63.9,0.6192,469.0
4.5,1501.0,22.6,1367.0,174.0,465.0,1558.0,1856.0,62.2,0.6351,766.0
5.7,1578.0,29.0,1527.0,179.0,419.0,1761.0,2086.0,60.0,0.6406,875.0
4.3,1427.0,19.4,1280.0,175.0,500.0,1481.0,1948.0,58.5,0.6403,800.0
4.2,1440.0,20.5,1311.0,183.0,482.0,1476.0,2022.0,54.5,0.6415,815.0
4.5,1522.0,22.5,1365.0,189.0,464.0,1526.0,2104.0,53.1,0.6608,841.0
5.0,1517.0,24.0,1403.0,198.0,451.0,1579.0,2195.0,51.4,0.679,827.0
2.9,1300.0,13.9,1113.0,142.0,573.0,1291.0,1845.0,46.9,0.6919,402.0
3.0,1401.0,16.8,1204.0,139.0,526.0,1401.0,1947.0,48.0,0.7181,415.0
3.3,1551.0,20.2,1303.0,99.0,469.0,1520.0,2171.0,51.5,0.7929999999999999,435.0
1.4,1411.0,16.4,1191.0,135.0,519.0,1426.0,1920.0,51.2,0.7808,570.0
2.3,1434.0,18.0,1239.0,223.0,506.0,1458.0,1835.0,55.3,0.7777,530.0
1.6,1489.0,20.3,1305.0,194.0,476.0,1547.0,1919.0,56.5,0.7924,617.0
4.9,1835.0,38.1,1731.0,244.0,355.0,2083.0,2254.0,64.4,0.8123,983.0
6.4,1804.0,35.7,1679.0,243.0,370.0,2005.0,2210.0,69.1,0.815,1200.0
3.5,1579.0,21.8,1345.0,230.0,459.0,1608.0,1961.0,71.0,0.8115,1028.0
1.7,1508.0,18.2,1246.0,207.0,496.0,1498.0,1791.0,73.8,0.7968,797.0
2.6,1535.0,20.1,1300.0,223.0,483.0,1524.0,1725.0,76.8,0.7904,977.0
1.6,1395.0,14.4,1131.0,216.0,552.0,1362.0,1553.0,76.7,0.7862,811.0
1.5,1392.0,15.1,1153.0,198.0,542.0,1395.0,1506.0,77.3,0.7826,757.0
0.9,1326.0,13.1,1087.0,109.0,571.0,1333.0,1398.0,78.7,0.7779,180.0
0.5,1297.0,11.5,1032.0,126.0,605.0,1297.0,1300.0,77.8,0.7848,388.0
0.9,1331.0,13.7,1106.0,144.0,568.0,1322.0,1383.0,80.5,0.7416,497.0
0.4,1288.0,11.6,1036.0,183.0,590.0,1242.0,1413.0,81.4,0.7276,582.0
0.5,1322.0,13.2,1091.0,193.0,565.0,1307.0,1471.0,80.4,0.7349,574.0
0.8,1390.0,15.6,1167.0,196.0,522.0,1392.0,1619.0,78.8,0.7544,588.0
1.4,1443.0,16.9,1207.0,208.0,502.0,1431.0,1673.0,76.9,0.7682,645.0
1.6,1496.0,18.5,1254.0,217.0,484.0,1472.0,1881.0,67.7,0.79,643.0
1.5,1439.0,16.6,1198.0,246.0,502.0,1426.0,1877.0,59.8,0.8152,628.0
1.0,1432.0,15.0,1150.0,204.0,527.0,1393.0,1818.0,52.0,0.8288,547.0
1.0,1398.0,15.0,1149.0,192.0,535.0,1417.0,1699.0,50.2,0.8495,461.0
1.3,1380.0,16.9,1206.0,186.0,515.0,1500.0,1677.0,49.9,0.8394,455.0
0.1,1022.0,7.0,857.0,133.0,770.0,1068.0,1088.0,33.8,0.6034,244.0
1.8,973.0,5.9,806.0,126.0,851.0,994.0,926.0,29.3,0.5068,202.0
1.8,951.0,7.1,862.0,138.0,823.0,972.0,961.0,25.7,0.4193,256.0
0.1,987.0,8.6,925.0,148.0,776.0,1016.0,1066.0,27.2,0.4157,310.0
0.4,1100.0,12.2,1057.0,167.0,687.0,1126.0,1241.0,28.7,0.4077,391.0
0.7,1064.0,12.6,1072.0,175.0,704.0,1103.0,1220.0,25.7,0.3422,444.0
2.7,1316.0,21.1,1327.0,224.0,549.0,1328.0,1613.0,31.9,0.3848,794.0
2.1,1262.0,16.9,1208.0,215.0,587.0,1219.0,1577.0,36.5,0.4035,716.0
1.3,1259.0,15.1,1152.0,196.0,610.0,1165.0,1569.0,36.8,0.4016,565.0
0.8,1166.0,10.1,981.0,195.0,697.0,993.0,1445.0,36.0,0.3872,451.0
1.8,1066.0,7.5,880.0,181.0,784.0,946.0,1240.0,39.9,0.4006,313.0
1.8,1051.0,7.6,883.0,150.0,783.0,978.0,1169.0,44.3,0.4093,241.0
1.8,992.0,5.9,808.0,109.0,849.0,926.0,1052.0,46.6,0.4025,180.0
1.8,969.0,5.5,788.0,139.0,854.0,938.0,1006.0,50.8,0.4234,224.0
1.8,862.0,2.3,609.0,74.0,1101.0,810.0,757.0,45.1,0.3861,82.0
1.8,859.0,2.0,581.0,73.0,1112.0,829.0,753.0,53.3,0.4006,89.0
1.8,849.0,1.6,552.0,77.0,1165.0,812.0,737.0,51.0,0.3947,93.0
1.8,879.0,2.1,594.0,98.0,1119.0,839.0,792.0,54.1,0.4017,134.0
1.8,956.0,4.4,735.0,121.0,915.0,942.0,945.0,53.5,0.4123,189.0
1.8,1039.0,6.4,828.0,162.0,791.0,987.0,1115.0,47.5,0.418,292.0
1.8,1066.0,7.3,871.0,178.0,775.0,996.0,1131.0,43.4,0.4032,326.0
1.8,1124.0,8.7,927.0,206.0,722.0,1047.0,1242.0,42.8,0.4327,397.0
1.8,1160.0,9.2,948.0,191.0,712.0,1072.0,1289.0,41.6,0.4459,371.0
1.8,1110.0,7.9,896.0,175.0,737.0,1040.0,1276.0,41.2,0.44799999999999995,305.0
1.8,1138.0,9.0,940.0,169.0,706.0,1088.0,1359.0,41.3,0.4533,328.0
1.8,1095.0,7.0,857.0,180.0,756.0,1075.0,1020.0,49.1,0.5629,281.0
1.8,1045.0,3.7,694.0,124.0,911.0,1025.0,805.0,66.0,0.6678,168.0
1.8,1078.0,4.3,727.0,130.0,849.0,1057.0,857.0,75.1,0.6942,183.0
1.8,1169.0,6.8,846.0,141.0,767.0,1157.0,942.0,77.6,0.7031,217.0
1.8,1174.0,8.7,926.0,157.0,674.0,1220.0,1020.0,78.2,0.7074,245.0
1.8,1075.0,4.7,749.0,123.0,827.0,1050.0,899.0,68.1,0.6979,154.0
1.8,1044.0,3.5,685.0,104.0,903.0,1042.0,860.0,74.4,0.6924,141.0
1.8,1110.0,5.4,782.0,134.0,798.0,1101.0,954.0,72.3,0.6887,210.0
1.8,1086.0,4.4,733.0,105.0,848.0,1064.0,883.0,72.7,0.6791,140.0
1.8,1092.0,6.0,811.0,121.0,773.0,1129.0,966.0,76.5,0.6728,191.0
0.1,1127.0,7.6,884.0,136.0,704.0,1173.0,983.0,80.4,0.6629999999999999,248.0
1.8,881.0,1.9,578.0,109.0,1017.0,876.0,607.0,59.0,0.5493,180.0
